dest,origin,1980,1990,2000,2010,2017
PNG,BGD,,,,,20
POL,BGD,,,,2,7
PRT,BGD,,,,,0
QAT,BGD,,,,48,98
ROU,BGD,,,,1,0
RUS,BGD,,,,3,5
SOM,BGD,,,,4,6
SUR,BGD,,,,,0
SVK,BGD,,,0,1,0
SVN,BGD,,,0,,
SWE,BGD,,464,513,285,229
THA,BGD,,,,0,0
TTO,BGD,,,,1,10
TUR,BGD,,,,0,0
UGA,BGD,,,,0,
UKR,BGD,,,,8,0
USA,BGD,,,1396,1388,1248
YEM,BGD,,,,0,0
ZAF,BGD,,,0,82,319
,BGD,,,,,
MAR,BGR,,,9,,
ARE,BGR,,38,20,11,
ARG,BGR,,,1,2,0
AUS,BGR,,,24,3,0
AUT,BGR,,,62,5,0
BEL,BGR,,,20,24,14
BRA,BGR,,,,,0
CAN,BGR,,,588,1119,135
CHE,BGR,,,36,13,9
CRI,BGR,,,,13,0
CYP,BGR,,,38,25,16
DEU,BGR,,,0,192,82
DNK,BGR,,13,12,0,0
ESP,BGR,,,3,1,0
ETH,BGR,,,0,,
FIN,BGR,,,26,4,0
FRA,BGR,,,129,84,71
GRC,BGR,,,,,0
HUN,BGR,,60,0,0,
IRL,BGR,,,1,44,
ISR,BGR,,,,,0
ITA,BGR,329,78,18,,
LBN,BGR,,,,,0
NLD,BGR,,,76,3,
NOR,BGR,,,12,12,13
NZL,BGR,,,,7,
PER,BGR,,,9,4,0
POL,BGR,,,,2,
QAT,BGR,,,,,0
RUS,BGR,,,,,0
RWA,BGR,,,0,,
SVK,BGR,,,8,,8
SWE,BGR,,789,658,29,16
SWZ,BGR,,,4,,
TUN,BGR,,,1,1,
UKR,BGR,,,,,0
USA,BGR,,944,649,961,352
ZAF,BGR,,,0,,
,BGR,,,,,
ARE,BHR,,,,2,154
AUS,BHR,,,5,22,97
BGR,BHR,,,0,0,
BRA,BHR,,,,,0
CAN,BHR,,,6,5,46
CHE,BHR,,,23,1,0
DEU,BHR,,,,37,73
DNK,BHR,,39,19,1,0
ESP,BHR,,,1,,
FRA,BHR,,,,,6
GEO,BHR,,,,,0
IRL,BHR,,,,0,0
IRQ,BHR,,,,,0
ITA,BHR,,,,,0
LBN,BHR,,,,,27
NLD,BHR,,,0,0,0
NOR,BHR,,,1,,
NZL,BHR,,,,2,24
PAK,BHR,,,1,,
SWE,BHR,,,27,,15
THA,BHR,,,,,0
TUR,BHR,,,,,0
USA,BHR,,,12,17,45
,BHR,,,,,
ARE,BHS,,,,,0
CAN,BHS,,,0,3,194
DEU,BHS,,,,,0
IRL,BHS,,,,0,
ITA,BHS,,,,,0
NLD,BHS,,,0,,
SWE,BHS,,,,,0
USA,BHS,,,1,13,179
ZAF,BHS,,,,1,
,BHS,,,,,
MAR,BIH,,,9,,0
ARE,BIH,,,65,47,27
ARG,BIH,,,8,6,6
AUS,BIH,,,6269,6,0
AUT,BIH,,,1398,211,117
BEL,BIH,,,468,67,50
BEN,BIH,,,,1,
BGR,BIH,,,35,35,
BIH,BIH,,,0,0,0
BRA,BIH,,,17,4,0
CAN,BIH,,,15494,104,35
CHE,BIH,,,7975,3370,2026
CHL,BIH,,,3,,
CYP,BIH,,,30,26,28
DEU,BIH,,,30000,24622,1478
DNK,BIH,,,27519,1064,5
DZA,BIH,,,0,,
ECU,BIH,,,,1,0
ESP,BIH,,,735,2,0
FIN,BIH,,,368,96,0
FRA,BIH,,,1100,4083,4085
GHA,BIH,,,1,,
GRC,BIH,,,,,0
HRV,BIH,,,20889,668,37
HUN,BIH,,,8,3,0
IND,BIH,,,,1,0
IRL,BIH,,,650,13,14
ISL,BIH,,,,,0
ITA,BIH,,,17,105,618
JOR,BIH,,,15,12,10
LBN,BIH,,,,,0
LIE,BIH,,,,2,0
LUX,BIH,,,,0,7
MEX,BIH,,,1,,
MKD,BIH,,,170,21,
MNE,BIH,,,,3858,29
MYS,BIH,,,0,0,
NLD,BIH,,,24229,571,5
NOR,BIH,,,14339,161,7
NZL,BIH,,,11,0,
PAN,BIH,,,1,3,0
PER,BIH,,,6,6,5
POL,BIH,,,387,2,
PRT,BIH,,,3,1,11
